ID,GC_SampleNo,GC_Date,GC.final.conc,Behav_Date,DateDiff,Month,Rank,RelRank,TotalObservedTime,Total.GR,Total.GR.Rec,Total.GR.Given,FreqTotalGR,FreqGRRec,FreqGRGiven,ProxAll,ProxAF,ProxAM,ProxJuv,Scansperday,FreqAllProx,FreqAFProx,FreqAMProx,FreqJuvProx,TimeSpentConsort,FreqTimeSpentConsort,TimeSpentCop,FreqTimeSpentCop
4I8,102,2/18/15,524.4444444,2/16/15,2,2,16,0.307692308,0:30:35,0:06:12,0:06:12,0:00:00,0.202724796,0.202724796,0,21,12,6,3,7,3,1.714285714,0.857142857,0.428571429,0:00:00,0,0:00:02,0.001089918
4I8,119,2/24/15,505.862069,2/24/15,0,2,16,0.307692308,1:31:14,0:27:50,0:27:50,0:00:00,0.305078553,0.305078553,0,57,11,7,38,21,2.714285714,0.523809524,0.333333333,1.80952381,0:00:00,0,0:00:00,0
4I8,182,3/16/15,260.3389831,3/13/15,3,3,16,0.307692308,0:31:08,0:00:00,0:00:00,0:00:00,0,0,0,47,14,9,24,7,6.714285714,2,1.285714286,3.428571429,0:00:00,0,0:00:00,0
4I8,136,3/2/15,498.4615385,3/2/15,0,3,16,0.307692308,0:30:24,0:14:06,0:09:31,0:04:35,0.463815789,0.313048246,0.150767544,20,3,5,12,7,2.857142857,0.428571429,0.714285714,1.714285714,0:00:00,0,0:00:13,0.007127193
4I8,162,3/9/15,371.3207547,3/6/15,3,3,16,0.307692308,0:31:00,0:00:00,0:00:00,0:00:00,0,0,0,22,7,2,13,7,3.142857143,1,0.285714286,1.857142857,0:00:00,0,0:00:00,0
5B2,21,1/19/15,1052.307692,1/19/15,0,1,8,0.153846154,0:46:50,0:00:00,0:00:00,0:00:00,0,0,0,7,2,0,5,10,0.7,0.2,0,0.5,0:00:00,0,0:00:00,0
5B2,39,1/26/15,1456.842105,1/23/15,3,1,8,0.153846154,1:00:53,0:27:57,0:12:19,0:15:38,0.459074733,0.20229948,0.256775253,84,50,2,32,14,6,3.571428571,0.142857143,2.285714286,0:00:00,0,0:00:14,0.003832466
5B2,97,2/17/15,1006.451613,2/16/15,1,2,8,0.153846154,0:34:36,0:00:00,0:00:00,0:00:00,0,0,0,30,13,1,16,7,4.285714286,1.857142857,0.142857143,2.285714286,0:00:00,0,0:00:00,0
5B2,126,2/25/15,824,2/23/15,2,2,8,0.153846154,1:00:36,0:00:00,0:00:00,0:00:00,0,0,0,124,39,11,74,14,8.857142857,2.785714286,0.785714286,5.285714286,0:00:00,0,0:00:01,0.000275028
5B2,71,2/6/15,1734.193548,2/5/15,1,2,8,0.153846154,1:00:56,0:15:23,0:00:00,0:15:23,0.252461707,0,0.252461707,82,32,9,40,13,6.307692308,2.461538462,0.692307692,3.076923077,0:00:00,0,0:00:00,0
5B2,179,3/16/15,882.1621622,3/16/15,0,3,8,0.153846154,0:30:43,0:02:08,0:00:26,0:01:42,0.06945198,0.014107434,0.055344547,51,19,3,29,7,7.285714286,2.714285714,0.428571429,4.142857143,0:00:00,0,0:00:11,0.00596853
5B2,148,3/4/15,1571.612903,3/2/15,2,3,8,0.153846154,0:31:36,0:08:14,0:05:18,0:02:56,0.260548523,0.167721519,0.092827004,21,6,2,13,7,3,0.857142857,0.285714286,1.857142857,0:27:31,0.870780591,0:00:48,0.025316456
5B2,208,3/23/15,739.6721311,3/23/15,0,3,8,0.153846154,0:33:23,0:11:25,0:01:32,0:09:53,0.341987019,0.045931103,0.296055916,77,30,4,43,7,11,4.285714286,0.571428571,6.142857143,0:30:46,0.921618,0:00:05,0.002496256
5B2,160,3/9/15,912.9411765,3/9/15,0,3,8,0.153846154,0:30:39,0:00:00,0:00:00,0:00:00,0,0,0,19,4,6,9,7,2.714285714,0.571428571,0.857142857,1.285714286,0:00:00,0,0:00:00,0
5G2,19,1/19/15,507.1698113,1/16/15,3,1,31,0.596153846,0:45:34,0:00:00,0:00:00,0:00:00,0,0,0,8,0,3,5,10,0.8,0,0.3,0.5,0:00:00,0,0:00:00,0
5G2,55,1/30/15,840,1/28/15,2,1,31,0.596153846,1:01:28,0:00:00,0:00:00,0:00:00,0,0,0,18,0,8,10,13,1.384615385,0,0.615384615,0.769230769,0:00:00,0,0:00:00,0
5G2,100,2/17/15,688.6956522,2/17/15,0,2,31,0.596153846,0:34:43,0:00:00,0:00:00,0:00:00,0,0,0,6,1,1,4,6,1,0.166666667,0.166666667,0.666666667,0:00:00,0,0:00:53,0.025444071
5G2,107,2/19/15,656,2/19/15,0,2,31,0.596153846,0:27:45,0:00:00,0:00:00,0:00:00,0,0,0,5,1,0,4,6,0.833333333,0.166666667,0,0.666666667,0:00:00,0,0:00:00,0
5G2,115,2/23/15,619.6363636,2/23/15,0,2,31,0.596153846,0:30:16,0:17:55,0:06:09,0:11:46,0.591960352,0.203193833,0.38876652,9,0,8,1,7,1.285714286,0,1.142857143,0.142857143,0:00:00,0,0:00:00,0
5G2,63,2/3/15,487.6190476,2/3/15,0,2,31,0.596153846,0:30:28,0:10:56,0:10:27,0:00:29,0.358862144,0.342997812,0.015864333,9,0,1,8,7,1.285714286,0,0.142857143,1.142857143,0:00:00,0,0:00:00,0
5G2,82,2/10/15,797.6470588,2/9/15,1,2,31,0.596153846,0:30:44,0:00:00,0:00:00,0:00:00,0,0,0,10,2,3,5,7,1.428571429,0.285714286,0.428571429,0.714285714,0:00:00,0,0:00:00,0
